timestamp_unix,cgroup_mem_anon_bytes,cgroup_mem_file_bytes,cgroup_mem_kernel_bytes,cgroup_mem_slab_bytes,cgroup_mem_swap_bytes,cgroup_mem_workingset_refault,cgroup_mem_kswapd_steal,cgroup_mem_direct_reclaim_steal
1784298820.3745,1229074432,6276755456,572735488,546519696,,,0,0
1784298821.3749,1413984256,6276755456,573444096,546578128,,,0,0
1784298822.3753,1463345152,6162440192,570523648,543231568,,,0,0
1784298823.3757,1463447552,6268973056,573313024,546346368,,,0,0
1784298824.3761,1463447552,6375526400,576528384,549558424,,,0,0
1784298825.3768,1463447552,6482640896,579624960,552663728,,,0,0
1784298826.3772,1886785536,6569971712,582782976,554205096,,,0,0
1784298827.3776,1911787520,6569971712,582479872,554159080,,,0,0
1784298828.378,1936789504,6569971712,582787072,554211304,,,0,0
1784298829.3788,1986789376,6569971712,582656000,554169784,,,0,0
1784298830.3792,1986789376,6569975808,582889472,554214944,,,0,0
1784298831.3796,1367838720,6569975808,582049792,554161616,,,0,0
1784298832.3799,1463447552,6097039360,568414208,541276136,,,0,0
1784298833.3801,1463447552,6204334080,571404288,544453136,,,0,0
1784298834.3805,1463476224,6311706624,575000576,547646024,,,0,0
1784298835.3808,1463414784,6418173952,577667072,550714776,,,0,0
1784298836.3813,1463414784,6525739008,581251072,553975976,,,0,0
1784298837.3816,1899253760,6569988096,582463488,554134616,,,0,0
1784298838.3821,1936756736,6569988096,582873088,554180944,,,0,0
1784298839.3825,1986756608,6569988096,582619136,554131264,,,0,0
1784298840.3829,1986752512,6569988096,583004160,554191544,,,0,0
1784298841.3833,1986760704,6569988096,582631424,554147840,,,0,0
1784298842.3837,1385435136,6525751296,580825088,553947480,,,0,0
1784298843.3842,1463418880,6148149248,569696256,542715488,,,0,0
1784298844.3846,1463418880,6254149632,573206528,545924928,,,0,0
1784298845.385,1463418880,6360125440,575979520,549000008,,,0,0
1784298846.3854,1463345152,6466551808,579489792,552211872,,,0,0
1784298847.3858,1886785536,6569992192,582397952,554153216,,,0,0
1784298848.3862,1911787520,6569992192,582852608,554206792,,,0,0
1784298849.3866,1936789504,6569992192,582557696,554163544,,,0,0
1784298850.3869,1986895872,6569992192,583159808,554243880,,,0,0
1784298851.3878,1986789376,6569992192,582619136,554130192,,,0,0
1784298852.3882,2058076160,6569992192,583139328,554209872,,,0,0
1784298853.3886,1463447552,6081200128,567689216,540735800,,,0,0
1784298854.389,1476509696,6187491328,571301888,543942568,,,0,0
1784298855.3894,1463447552,6293549056,573980672,547031512,,,0,0
1784298856.3898,1463447552,6399901696,577138688,550174736,,,0,0
1784298857.3901,1463447552,6506266624,580284416,553343272,,,0,0
1784298858.3905,1893711872,6570000384,582844416,554267792,,,0,0
1784298859.3909,1936752640,6570000384,582516736,554129384,,,0,0
1784298860.3912,1953800192,6570000384,583045120,554221856,,,0,0
1784298861.3916,1986752512,6570000384,582602752,554125504,,,0,0
1784298862.3919,1986752512,6570000384,582991872,554193920,,,0,0
1784298863.3924,1303994368,6525763584,580587520,553939536,,,0,0
1784298864.3928,1463410688,6120079360,568827904,541873688,,,0,0
1784298865.3932,1463410688,6226509824,572026880,545062408,,,0,0
1784298866.3936,1463689216,6333190144,575541248,548356360,,,0,0
1784298867.394,1463410688,6439890944,578691072,551409384,,,0,0
1784298868.3944,1672208384,6565613568,581820416,554073008,,,0,0
1784298869.3948,1899253760,6570004480,582459392,554166840,,,0,0
1784298870.3951,1936748544,6570004480,582512640,554125832,,,0,0
1784298871.3955,1986785280,6570004480,582656000,554159504,,,0,0
1784298872.3959,1986785280,6570004480,582606848,554139608,,,0,0
1784298873.3963,1986785280,6570004480,582610944,554127624,,,0,0
1784298874.3968,1420255232,6525775872,580784128,553899912,,,0,0
1784298875.3971,1464246272,6160977920,570437632,543197176,,,0,0
1784298876.3976,1463435264,6268014592,573222912,546251744,,,0,0
1784298877.3979,1463435264,6374895616,576425984,549466632,,,0,0
1784298878.3984,1463435264,6482063360,579575808,552617984,,,0,0
1784298879.3988,1886781440,6570020864,582451200,554155488,,,0,0
1784298880.3992,1911783424,6570020864,582488064,554136552,,,0,0
1784298881.3996,1936785408,6570020864,582565888,554168240,,,0,0
1784298882.4,1986646016,6570020864,582803456,554226944,,,0,0
1784298883.4003,1986646016,6570020864,582680576,554179512,,,0,0
1784298884.4011,1404538880,6570020864,581652480,554127664,,,0,0
1784298885.4015,1463300096,6096896000,568197120,541235672,,,0,0
1784298886.4019,1463300096,6204252160,571338752,544369096,,,0,0
1784298887.4022,1463300096,6311649280,574537728,547571520,,,0,0
1784298888.4027,1463300096,6419222528,577703936,550755048,,,0,0
1784298889.4031,1463300096,6525792256,580911104,553959864,,,0,0
1784298890.4034,1899143168,6570037248,582447104,554166704,,,0,0
1784298891.4037,1936646144,6570037248,582594560,554184384,,,0,0
1784298892.4041,1986646016,6570037248,582598656,554134048,,,0,0
1784298893.4045,1986646016,6570037248,582709248,554173112,,,0,0
1784298894.4049,1986646016,6570037248,582582272,554123408,,,0,0
1784298895.4053,1363738624,6525804544,580673536,553902872,,,0,0
1784298896.4057,1463296000,6141079552,569491456,542528488,,,0,0
1784298897.4063,1463296000,6247530496,572624896,545665808,,,0,0
1784298898.4066,1463296000,6354259968,575827968,548854768,,,0,0
1784298899.407,1463296000,6461022208,578953216,551987408,,,0,0
1784298900.4074,1788276736,6570049536,582615040,554179760,,,0,0
1784298901.4081,1911750656,6570049536,582459392,554101360,,,0,0
1784298902.4085,1936752640,6570049536,582541312,554148992,,,0,0
1784298903.4088,1986752512,6570049536,582619136,554144400,,,0,0
1784298904.4091,1986752512,6570049536,582627328,554151024,,,0,0
1784298905.4094,1987592192,6570049536,582995968,554188864,,,0,0
1784298906.4097,1463402496,6314024960,574889984,547999776,,,0,0
1784298907.4099,1464815616,6179577856,571379712,543911240,,,0,0
1784298908.4103,1463406592,6286503936,573759488,546822688,,,0,0
1784298909.4106,1477648384,6393577472,577400832,550093960,,,0,0
1784298910.411,1463472128,6500638720,580124672,553197928,,,0,0
1784298911.4114,1890033664,6570061824,582840320,554244320,,,0,0
1784298912.4118,1914195968,6570061824,582467584,554156144,,,0,0
1784298913.412,1936744448,6570061824,582844416,554207736,,,0,0
1784298914.4123,1986744320,6570061824,582594560,554153320,,,0,0
1784298915.4127,1986744320,6570061824,583110656,554309056,,,0,0
1784298916.4132,1293639680,6525833216,580517888,553928664,,,0,0
1784298917.4135,1463398400,6117269504,569106432,541882816,,,0,0
1784298918.4145,1463398400,6223446016,571895808,544974344,,,0,0
1784298919.4148,1463504896,6329901056,575397888,548176904,,,0,0
1784298920.4151,1463504896,6436196352,578199552,551287776,,,0,0
1784298921.4156,1646706688,6525845504,581586944,553989096,,,0,0
1784298922.4158,1899347968,6570082304,582434816,554165640,,,0,0
1784298923.4161,1937018880,6570082304,582963200,554250472,,,0,0
1784298924.4164,1987661824,6570082304,582963200,554255480,,,0,0
1784298925.4169,1992589312,6570082304,582918144,554249840,,,0,0
