timestamp_unix,vmstat_pgfault_rate,vmstat_pgmajfault_rate,vmstat_pswpin_rate,vmstat_pswpout_rate,vmstat_pgscan_rate,vmstat_pgsteal_rate
1784736001.1709,2289,0,0,0,0,0
1784736001.6718,15546,0,0,0,0,0
1784736002.1732,302044,0,0,0,0,0
1784736002.675,2317,0,0,0,0,0
1784736003.1767,2312,0,0,0,0,0
1784736003.6776,2314,0,0,0,0,0
1784736004.1783,1386,0,0,0,0,0
1784736004.6796,1005,0,0,0,0,0
1784736005.1808,2344,0,0,0,0,0
1784736005.6821,4403,0,0,0,0,0
1784736006.1836,2319,0,0,0,0,0
1784736006.6848,2310,0,0,0,0,0
1784736007.1857,2322,0,0,0,0,0
1784736007.6869,654,0,0,0,0,0
1784736008.1878,1739,0,0,0,0,0
1784736008.6891,2352,0,0,0,0,0
1784736009.1901,2298,0,0,0,0,0
1784736009.6918,2240,0,0,0,0,0
1784736010.1927,2238,0,0,0,0,0
1784736010.6935,194423,0,0,0,0,0
1784736011.1939,240037,0,0,0,0,0
1784736011.6952,133401,0,0,0,0,0
1784736012.1964,980,0,0,0,0,0
1784736012.6975,2311,0,0,0,0,0
1784736013.1987,2315,0,0,0,0,0
1784736013.6998,2311,0,0,0,0,0
1784736014.2009,2311,0,0,0,0,0
1784736014.7022,2336,0,0,0,0,0
1784736015.2029,2319,0,0,0,0,0
1784736015.7036,1388,0,0,0,0,0
1784736016.2048,998,0,0,0,0,0
1784736016.7061,2310,0,0,0,0,0
1784736017.2072,2315,0,0,0,0,0
1784736017.7085,2308,0,0,0,0,0
1784736018.2096,2317,0,0,0,0,0
1784736018.7105,2308,0,0,0,0,0
1784736019.2112,2119,0,0,0,0,0
1784736019.712,128,0,0,0,0,0
1784736020.2127,263962,0,0,0,0,0
1784736020.713,300409,0,0,0,0,0
1784736021.215,4664,0,0,0,0,0
1784736021.7165,2317,0,0,0,0,0
1784736022.2178,2316,0,0,0,0,0
1784736022.7187,2320,0,0,0,0,0
1784736023.2197,419,0,0,0,0,0
1784736023.7212,2008,0,0,0,0,0
1784736024.2228,2296,0,0,0,0,0
1784736024.7244,2315,0,0,0,0,0
1784736025.2261,2310,0,0,0,0,0
1784736025.7271,2317,0,0,0,0,0
1784736026.228,2196,0,0,0,0,0
1784736026.729,192,0,0,0,0,0
1784736027.2307,2310,0,0,0,0,0
1784736027.7321,2312,0,0,0,0,0
1784736028.2337,2265,0,0,0,0,0
1784736028.7353,2233,0,0,0,0,0
1784736029.2365,2233,0,0,0,0,0
1784736029.737,264135,0,0,0,0,0
1784736030.2384,301164,0,0,0,0,0
1784736030.7395,986,0,0,0,0,0
1784736031.2408,2320,0,0,0,0,0
1784736031.7416,2312,0,0,0,0,0
1784736032.2428,2312,0,0,0,0,0
1784736032.7444,2355,0,0,0,0,0
1784736033.2453,2338,0,0,0,0,0
1784736033.746,609,0,0,0,0,0
1784736034.2471,1774,0,0,0,0,0
1784736034.748,2316,0,0,0,0,0
1784736035.2492,2313,0,0,0,0,0
1784736035.7507,2313,0,0,0,0,0
1784736036.2518,3771,0,0,0,0,0
1784736036.7526,2283,0,0,0,0,0
1784736037.2534,108,0,0,0,0,0
1784736037.7544,2253,0,0,0,0,0
1784736038.2554,2237,0,0,0,0,0
1784736038.7566,2237,0,0,0,0,0
1784736039.2568,264306,0,0,0,0,0
1784736039.7578,302291,0,0,0,0,0
1784736040.2587,2312,0,0,0,0,0
1784736040.7597,1391,0,0,0,0,0
1784736041.2611,1001,0,0,0,0,0
1784736041.7627,2311,0,0,0,0,0
1784736042.2639,2310,0,0,0,0,0
1784736042.765,2345,0,0,0,0,0
1784736043.2669,2314,0,0,0,0,0
1784736043.7677,2320,0,0,0,0,0
1784736044.2685,789,0,0,0,0,0
1784736044.7698,1598,0,0,0,0,0
1784736045.2714,2307,0,0,0,0,0
1784736045.773,2314,0,0,0,0,0
1784736046.2745,2315,0,0,0,0,0
1784736046.7758,2304,0,0,0,0,0
1784736047.2765,2239,0,0,0,0,0
1784736047.7774,38,0,0,0,0,0
1784736048.278,99858,0,0,0,0,0
1784736048.7783,238472,0,0,0,0,0
1784736049.2795,230390,0,0,0,0,0
1784736049.7809,2312,0,0,0,0,0
1784736050.2824,2309,0,0,0,0,0
1784736050.7842,2356,0,0,0,0,0
1784736051.2853,2317,0,0,0,0,0
1784736051.7866,323,0,0,0,0,0
1784736052.2881,2088,0,0,0,0,0
1784736052.7896,2311,0,0,0,0,0
1784736053.2913,2314,0,0,0,0,0
1784736053.7927,2316,0,0,0,0,0
1784736054.2936,2312,0,0,0,0,0
1784736054.7945,1419,0,0,0,0,0
1784736055.2955,970,0,0,0,0,0
1784736055.7964,2320,0,0,0,0,0
1784736056.2971,2291,0,0,0,0,0
1784736056.7986,2229,0,0,0,0,0
1784736057.2998,2241,0,0,0,0,0
1784736057.8003,264078,0,0,0,0,0
1784736058.3007,244461,0,0,0,0,0
1784736058.8017,60435,0,0,0,0,0
1784736059.3027,551,0,0,0,0,0
1784736059.8037,1844,0,0,0,0,0
1784736060.3048,2315,0,0,0,0,0
1784736060.8058,2315,0,0,0,0,0
1784736061.3069,2323,0,0,0,0,0
1784736061.808,2335,0,0,0,0,0
1784736062.3089,2314,0,0,0,0,0
1784736062.8098,1441,0,0,0,0,0
1784736063.3113,991,0,0,0,0,0
1784736063.8124,2313,0,0,0,0,0
1784736064.3134,2317,0,0,0,0,0
1784736064.8145,2309,0,0,0,0,0
1784736065.3158,2312,0,0,0,0,0
1784736065.8166,2276,0,0,0,0,0
1784736066.3175,2226,0,0,0,0,0
1784736066.8183,10,0,0,0,0,0
1784736067.3191,263957,0,0,0,0,0
1784736067.8195,302406,0,0,0,0,0
1784736068.3207,2554,0,0,0,0,0
1784736068.8217,2323,0,0,0,0,0
1784736069.3228,2313,0,0,0,0,0
1784736069.8238,2319,0,0,0,0,0
1784736070.3244,1582,0,0,0,0,0
1784736070.8252,841,0,0,0,0,0
1784736071.3263,2307,0,0,0,0,0
1784736071.8271,2312,0,0,0,0,0
1784736072.3282,2311,0,0,0,0,0
1784736072.8291,2310,0,0,0,0,0
1784736073.3299,2320,0,0,0,0,0
1784736073.8305,2313,0,0,0,0,0
1784736074.3314,789,0,0,0,0,0
1784736074.8323,1641,0,0,0,0,0
1784736075.333,2269,0,0,0,0,0
1784736075.8337,2247,0,0,0,0,0
1784736076.3343,2241,0,0,0,0,0
1784736076.8347,264154,0,0,0,0,0
1784736077.3357,302378,0,0,0,0,0
1784736077.8364,2312,0,0,0,0,0
1784736078.337,1394,0,0,0,0,0
1784736078.8379,1004,0,0,0,0,0
1784736079.3389,2315,0,0,0,0,0
1784736079.8397,2314,0,0,0,0,0
1784736080.3406,2338,0,0,0,0,0
1784736080.8417,2321,0,0,0,0,0
1784736081.3425,2316,0,0,0,0,0
1784736081.8431,2139,0,0,0,0,0
1784736082.3445,251,0,0,0,0,0
1784736082.8453,2315,0,0,0,0,0
1784736083.3461,2312,0,0,0,0,0
1784736083.8474,2310,0,0,0,0,0
1784736084.3481,2311,0,0,0,0,0
1784736084.8495,2254,0,0,0,0,0
1784736085.3504,2244,0,0,0,0,0
1784736085.851,871,0,0,0,0,0
1784736086.3515,263230,0,0,0,0,0
1784736086.8529,302215,0,0,0,0,0
1784736087.3539,2311,0,0,0,0,0
1784736087.8546,2309,0,0,0,0,0
1784736088.3561,2309,0,0,0,0,0
1784736088.8569,2310,0,0,0,0,0
1784736089.3578,1400,0,0,0,0,0
1784736089.8588,1014,0,0,0,0,0
1784736090.36,2310,0,0,0,0,0
1784736090.8611,2315,0,0,0,0,0
1784736091.3621,2315,0,0,0,0,0
1784736091.8635,2312,0,0,0,0,0
1784736092.3646,2311,0,0,0,0,0
1784736092.8654,1392,0,0,0,0,0
1784736093.367,995,0,0,0,0,0
1784736093.8686,2303,0,0,0,0,0
1784736094.3699,2244,0,0,0,0,0
1784736094.8714,2237,0,0,0,0,0
1784736095.3724,56502,0,0,0,0,0
1784736095.8727,240109,0,0,0,0,0
1784736096.3737,273539,0,0,0,0,0
1784736096.8754,221,0,0,0,0,0
1784736097.3767,2318,0,0,0,0,0
1784736097.8784,2308,0,0,0,0,0
1784736098.3795,2311,0,0,0,0,0
1784736098.8813,2349,0,0,0,0,0
1784736099.3825,2339,0,0,0,0,0
1784736099.8837,1395,0,0,0,0,0
1784736100.3853,989,0,0,0,0,0
1784736100.8868,2313,0,0,0,0,0
1784736101.3883,2307,0,0,0,0,0
1784736101.8895,2303,0,0,0,0,0
1784736102.391,2317,0,0,0,0,0
1784736102.8923,2314,0,0,0,0,0
1784736103.3935,1377,0,0,0,0,0
1784736103.8946,922,0,0,0,0,0
1784736104.3962,2241,0,0,0,0,0
1784736104.8966,197361,0,0,0,0,0
1784736105.3971,207651,0,0,0,0,0
1784736105.8983,163770,0,0,0,0,0
1784736106.3999,2309,0,0,0,0,0
1784736106.9012,2211,0,0,0,0,0
1784736107.4027,173,0,0,0,0,0
1784736107.9043,2311,0,0,0,0,0
1784736108.4055,2307,0,0,0,0,0
1784736108.9063,2344,0,0,0,0,0
1784736109.4078,2319,0,0,0,0,0
1784736109.9095,2308,0,0,0,0,0
1784736110.4106,2128,0,0,0,0,0
1784736110.9121,303,0,0,0,0,0
1784736111.4133,2308,0,0,0,0,0
1784736111.9144,2309,0,0,0,0,0
1784736112.4153,2317,0,0,0,0,0
1784736112.9168,2283,0,0,0,0,0
1784736113.4178,2238,0,0,0,0,0
