timestamp_unix,cgroup_mem_anon_bytes,cgroup_mem_file_bytes,cgroup_mem_kernel_bytes,cgroup_mem_slab_bytes,cgroup_mem_swap_bytes,cgroup_mem_workingset_refault,cgroup_mem_kswapd_steal,cgroup_mem_direct_reclaim_steal
1784744861.3045,1492819968,8270385152,798912512,803467528,,,0,0
1784744862.3047,1686081536,8270385152,799682560,803622280,,,0,0
1784744863.3051,1726603264,7906390016,789164032,792928688,,,0,0
1784744864.3058,1726603264,8012537856,792117248,795967264,,,0,0
1784744865.3068,1726693376,8118280192,795258880,799099456,,,0,0
1784744866.3075,1726693376,8223936512,798400512,802242944,,,0,0
1784744867.3077,2153160704,8314626048,801325056,803847064,,,0,0
1784744868.3084,2185015296,8314626048,801386496,803861136,,,0,0
1784744869.3089,2200039424,8314626048,801406976,803839424,,,0,0
1784744870.3096,2250039296,8314626048,801501184,803833408,,,0,0
1784744871.31,2250039296,8314626048,801505280,803833680,,,0,0
1784744872.3102,1555693568,8270393344,799465472,803641584,,,0,0
1784744873.3109,1726697472,7859974144,787591168,791429936,,,0,0
1784744874.3111,1726697472,7965380608,790716416,794558080,,,0,0
1784744875.3115,1726623744,8070606848,793821184,797669040,,,0,0
1784744876.3122,1726623744,8175562752,796958720,800803328,,,0,0
1784744877.313,1726709760,8270397440,799760384,803615720,,,0,0
1784744878.3138,2175053824,8314634240,801361920,803834752,,,0,0
1784744879.3143,2200055808,8314634240,801419264,803843344,,,0,0
1784744880.3149,2250055680,8314634240,801501184,803833088,,,0,0
1784744881.3151,2249990144,8314634240,801562624,803888440,,,0,0
1784744882.3154,2249990144,8314634240,801529856,803852792,,,0,0
1784744883.3162,1714917376,8270397440,799731712,803603240,,,0,0
1784744884.3171,1726648320,7915601920,789241856,793094056,,,0,0
1784744885.3178,1726648320,8020885504,792367104,796217016,,,0,0
1784744886.3187,1726648320,8126394368,795508736,799349712,,,0,0
1784744887.3194,1726640128,8232103936,798621696,802480632,,,0,0
1784744888.3202,2156232704,8314642432,801325056,803820408,,,0,0
1784744889.3204,2200072192,8314642432,801423360,803830184,,,0,0
1784744890.3208,2200887296,8314642432,801554432,803872240,,,0,0
1784744891.3214,2250072064,8314642432,801513472,803837192,,,0,0
1784744892.3217,2250072064,8314642432,801501184,803848104,,,0,0
1784744893.3219,1576222720,8270405632,799453184,803599808,,,0,0
1784744894.3227,1726726144,7864926208,787730432,791583712,,,0,0
1784744895.3234,1726726144,7970607104,790863872,794725840,,,0,0
1784744896.3242,1726726144,8075923456,794009600,797854264,,,0,0
1784744897.3246,1726726144,8181239808,797323264,801088056,,,0,0
1784744898.3249,1786818560,8270413824,799879168,803603936,,,0,0
1784744899.3253,2174996480,8314650624,801349632,803834856,,,0,0
1784744900.3257,2199998464,8314650624,801406976,803830568,,,0,0
1784744901.326,2250018816,8314650624,801492992,803835824,,,0,0
1784744902.3265,2250018816,8314650624,801492992,803831840,,,0,0
1784744903.3269,2270605312,8314650624,801542144,803831800,,,0,0
1784744904.3273,1726668800,7905746944,789139456,793003816,,,0,0
1784744905.3276,1727889408,7924604928,789868544,793488384,,,0,0
1784744906.33,1726672896,8029970432,792608768,796475872,,,0,0
1784744907.3306,1726672896,8135839744,795758592,799608360,,,0,0
1784744908.3311,1726672896,8241868800,798900224,802749080,,,0,0
1784744909.3316,2156265472,8314662912,801312768,803814504,,,0,0
1784744910.3324,2200018944,8314662912,801390592,803814968,,,0,0
1784744911.3329,2199945216,8314662912,801771520,804008648,,,0,0
1784744912.3331,2249945088,8314662912,801492992,803826880,,,0,0
1784744913.3334,2250838016,8314662912,801832960,803893040,,,0,0
1784744914.3342,1589366784,8270434304,799477760,803579048,,,0,0
1784744915.3348,1726681088,7870742528,787881984,791742736,,,0,0
1784744916.3356,1726681088,7977410560,791056384,794905480,,,0,0
1784744917.3362,1726681088,8083673088,794202112,798056488,,,0,0
1784744918.3369,1726681088,8190496768,797368320,801226600,,,0,0
1784744919.3386,1935659008,8314478592,800743424,803768000,,,0,0
1784744920.339,2175029248,8314675200,801361920,803821408,,,0,0
1784744921.3392,2200842240,8314675200,801746944,803891976,,,0,0
1784744922.3396,2250031104,8314675200,801501184,803819896,,,0,0
1784744923.3403,2249957376,8314675200,801509376,803816384,,,0,0
1784744924.3411,2293596160,8314675200,801591296,803825264,,,0,0
1784744925.3419,1726697472,7826993152,786604032,790436784,,,0,0
1784744926.3426,1726697472,7933378560,789770240,793607104,,,0,0
1784744927.3434,1726697472,8039665664,792915968,796761248,,,0,0
1784744928.3436,1726697472,8146223104,796356608,800058504,,,0,0
1784744929.3444,1726697472,8252772352,799232000,803079648,,,0,0
1784744930.3453,2162544640,8314683392,801308672,803816600,,,0,0
1784744931.346,2200047616,8314683392,801398784,803831792,,,0,0
1784744932.3467,2250047488,8314683392,801484800,803831536,,,0,0
1784744933.3475,2250047488,8314683392,801484800,803822688,,,0,0
1784744934.348,2250047488,8314683392,801509376,803834144,,,0,0
1784744935.3488,1647714304,8270446592,799592448,803585944,,,0,0
1784744936.349,1726562304,7888797696,788627456,792385152,,,0,0
1784744937.3496,1726648320,7994396672,791572480,795412640,,,0,0
1784744938.3503,1726648320,8100179968,794701824,798556032,,,0,0
1784744939.3511,1726648320,8206413824,797859840,801712344,,,0,0
1784744940.3529,2149994496,8314683392,801284096,803814880,,,0,0
1784744941.3537,2175029248,8314683392,801353728,803831536,,,0,0
1784744942.3542,2200031232,8314683392,801406976,803829048,,,0,0
1784744943.3549,2250035200,8314683392,801517568,803829880,,,0,0
1784744944.3553,2250035200,8314683392,801816576,803976112,,,0,0
1784744945.356,1631084544,8314683392,800526336,803831112,,,0,0
1784744946.3563,1726685184,7842512896,787066880,790913568,,,0,0
1784744947.3566,1726611456,7949070336,790241280,794085336,,,0,0
1784744948.3575,1726611456,8055595008,793382912,797240976,,,0,0
1784744949.3581,1726697472,8162127872,796545024,800399672,,,0,0
1784744950.3586,1726697472,8268791808,799723520,803560008,,,0,0
1784744951.3595,2162536448,8314699776,801320960,803825864,,,0,0
1784744952.3599,2200039424,8314699776,801406976,803852496,,,0,0
1784744953.3605,2250039296,8314699776,801488896,803828632,,,0,0
1784744954.3613,2250039296,8314699776,801488896,803817536,,,0,0
1784744955.362,2250039296,8314699776,801464320,803813808,,,0,0
1784744956.3633,1675399168,8270471168,799625216,803581168,,,0,0
1784744957.364,1726693376,7898214400,788705280,792566480,,,0,0
1784744958.3647,1726693376,8003657728,791838720,795685152,,,0,0
1784744959.3654,1726619648,8109035520,794947584,798800640,,,0,0
1784744960.3663,1726619648,8214724608,798089216,801952320,,,0,0
1784744961.3665,2151616512,8314720256,801398784,803849792,,,0,0
1784744962.3673,2175053824,8314720256,801357824,803818784,,,0,0
1784744963.3681,2200055808,8314720256,801411072,803816208,,,0,0
1784744964.3691,2250055680,8314720256,801505280,803820840,,,0,0
1784744965.37,2250055680,8314720256,801505280,803821136,,,0,0
1784744966.3703,1536765952,8270491648,799375360,803575856,,,0,0
1784744967.372,1726709760,7854817280,787427328,791284728,,,0,0
1784744968.3728,1726709760,7960264704,790560768,794409568,,,0,0
1784744969.3735,1726709760,8065826816,793690112,797529880,,,0,0
1784744970.3738,1726709760,8171294720,797179904,800825888,,,0,0
1784744971.3744,1726636032,8270499840,799756288,803593888,,,0,0
1784744972.3748,2174976000,8314736640,801308672,803805440,,,0,0
1784744973.3759,2199977984,8314736640,801374208,803809256,,,0,0
1784744974.3766,2249977856,8314736640,801472512,803818888,,,0,0
1784744975.3774,2249977856,8314736640,801472512,803817680,,,0,0
