timestamp_unix,cgroup_mem_anon_bytes,cgroup_mem_file_bytes,cgroup_mem_kernel_bytes,cgroup_mem_slab_bytes,cgroup_mem_swap_bytes,cgroup_mem_workingset_refault,cgroup_mem_kswapd_steal,cgroup_mem_direct_reclaim_steal
1783515886.5307,5544824832,34000498688,1527894016,4817645968,,,99009109,125177154
1783515887.5313,6673862656,34044735488,1531052032,4817890896,,,99009109,125177154
1783515888.5317,9293189120,34044735488,1535938560,4817281808,,,99009109,125177154
1783515889.5322,13691949056,34044735488,1544392704,4817305776,,,99009109,125177154
1783515890.5326,16337506304,34044735488,1549832192,4817741040,,,99009109,125177154
1783515891.5339,16337387520,34044735488,1550127104,4818014256,,,99009109,125177154
1783515892.5347,16337731584,34044735488,1550426112,4818081784,,,99009109,125177154
1783515893.5354,16337739776,34044735488,1550585856,4818187360,,,99009109,125177154
1783515894.5361,16337604608,34044735488,1550901248,4818815376,,,99009109,125177154
1783515895.5364,16222138368,34044735488,1552760832,4818312064,,,99009109,125177154
1783515896.5367,5576814592,34044743680,1528860672,4817863584,,,99009109,125177154
1783515897.537,6924169216,34044743680,1532649472,4818963824,,,99009109,125177154
1783515898.5373,10060726272,34044743680,1538129920,4818124104,,,99009109,125177154
1783515899.5376,13472911360,34044743680,1544093696,4817598040,,,99009109,125177154
1783515900.5378,16338452480,34044743680,1550303232,4817818824,,,99009109,125177154
1783515901.5385,16337584128,34044743680,1549516800,4817411576,,,99009109,125177154
1783515902.5393,16337625088,34044743680,1550209024,4818103216,,,99009109,125177154
1783515903.5401,16343891968,34044743680,1550450688,4817947168,,,99009109,125177154
1783515904.5408,16341204992,34044743680,1551314944,4818954552,,,99009109,125177154
1783515905.5411,16723804160,34044743680,1550761984,4817890384,,,99009109,125177154
1783515906.5414,11465232384,34044743680,1552855040,4818671352,,,99009109,125177154
1783515907.5418,5854314496,34044747776,1530425344,4818678552,,,99009109,125177154
1783515908.5423,8308973568,34044747776,1534660608,4818023152,,,99009109,125177154
1783515909.5427,11994624000,34044747776,1542979584,4819051400,,,99009109,125177154
1783515910.5431,15958667264,34044747776,1549578240,4818241840,,,99009109,125177154
1783515911.5437,16337567744,34044747776,1550712832,4818638104,,,99009109,125177154
1783515912.5446,16338415616,34044747776,1549910016,4817604016,,,99009109,125177154
1783515913.5452,16337776640,34044747776,1550315520,4818054632,,,99009109,125177154
1783515914.546,16337625088,34044747776,1549135872,4816713768,,,99009109,125177154
1783515915.5464,16337539072,34044747776,1551450112,4819117560,,,99009109,125177154
1783515916.5468,13147774976,34044747776,1553207296,4818304784,,,99009109,125177154
1783515917.5472,5999742976,34044747776,1531482112,4818167888,,,99009109,125177154
1783515918.5476,6690566144,34044751872,1531633664,4818226776,,,99009109,125177154
1783515919.5481,10299731968,34044751872,1538027520,4817756776,,,99009109,125177154
1783515920.5484,13896556544,34044751872,1545056256,4817757736,,,99009109,125177154
1783515921.5488,16337211392,34044751872,1550254080,4818173072,,,99009109,125177154
1783515922.5496,16337506304,34044751872,1551294464,4818970352,,,99009109,125177154
1783515923.5504,16337301504,34044751872,1549623296,4817549232,,,99009109,125177154
1783515924.5511,16346738688,34044751872,1550479360,4817999296,,,99009109,125177154
1783515925.5519,16338563072,34044751872,1551785984,4819450320,,,99009109,125177154
1783515926.5522,17014697984,34044751872,1553764352,4819242456,,,99009109,125177154
1783515927.5525,6469828608,34044751872,1535107072,4819593336,,,99009109,125177154
1783515928.5533,6701850624,34044751872,1532403712,4818759112,,,99009109,125177154
1783515929.5538,9802813440,34044755968,1537548288,4818271056,,,99009109,125177154
1783515930.5542,13078462464,34044755968,1544728576,4818796528,,,99009109,125177154
1783515931.5546,16337227776,34044755968,1550835712,4818769152,,,99009109,125177154
1783515932.5554,16337309696,34044755968,1549406208,4817336560,,,99009109,125177154
1783515933.5565,16337313792,34044760064,1550036992,4817948672,,,99009109,125177154
1783515934.5573,16337186816,34044760064,1550000128,4817903504,,,99009109,125177154
1783515935.5582,16337317888,34044760064,1549766656,4817659672,,,99009109,125177154
1783515936.5587,16340226048,34044760064,1550209024,4817746224,,,99009109,125177154
1783515937.559,13248757760,34044760064,1552715776,4818550224,,,99009109,125177154
1783515938.5595,5593600000,34044760064,1529843712,4819003608,,,99009109,125177154
1783515939.56,6982569984,34044760064,1532063744,4818324544,,,99009109,125177154
1783515940.5603,9993076736,34044764160,1538400256,4818496304,,,99009109,125177154
1783515941.5608,13171974144,34044764160,1544884224,4818613848,,,99009109,125177154
1783515942.561,16337543168,34044764160,1549807616,4817729992,,,99009109,125177154
1783515943.562,16337551360,34044764160,1549938688,4817888608,,,99009109,125177154
1783515944.5624,16337600512,34044764160,1549701120,4817583400,,,99009109,125177154
1783515945.5632,16353652736,34044764160,1549189120,4816916560,,,99009109,125177154
1783515946.5643,16337592320,34044764160,1550495744,4818459112,,,99009109,125177154
1783515947.5652,16337526784,34044764160,1549824000,4817778408,,,99009109,125177154
1783515948.5657,12812939264,34044764160,1551998976,4817858032,,,99009109,125177154
1783515949.566,5577936896,34044764160,1527902208,4817282928,,,99009109,125177154
1783515950.5665,6916796416,34044764160,1531912192,4818287392,,,99009109,125177154
1783515951.567,10317041664,34044764160,1538732032,4818481880,,,99009109,125177154
1783515952.5675,13584437248,34044764160,1544929280,4818249544,,,99009109,125177154
1783515953.568,16337285120,34044764160,1550385152,4818358208,,,99009109,125177154
1783515954.5691,16338558976,34044764160,1549533184,4817325208,,,99009109,125177154
1783515955.57,16337260544,34044764160,1550745600,4818701344,,,99009109,125177154
1783515956.571,16337268736,34044764160,1550938112,4818908488,,,99009109,125177154
1783515957.5718,16354349056,34044764160,1549684736,4817333616,,,99009109,125177154
1783515958.5721,17191305216,34044764160,1552101376,4818170040,,,99009109,125177154
1783515959.5725,10424381440,34044768256,1552121856,4817602576,,,99009109,125177154
1783515960.5731,5891125248,34044768256,1529892864,4818302808,,,99009109,125177154
1783515961.5735,7924191232,34044768256,1533366272,4817542408,,,99009109,125177154
1783515962.5739,10932006912,34044768256,1539911680,4818466936,,,99009109,125177154
1783515963.5744,14042677248,34044768256,1545228288,4817383856,,,99009109,125177154
1783515964.5748,16338153472,34044768256,1550614528,4818414680,,,99009109,125177154
1783515965.5755,16337285120,34044768256,1550565376,4818366712,,,99009109,125177154
1783515966.5766,16337387520,34044768256,1550352384,4818307824,,,99009109,125177154
1783515967.5774,16340496384,34044768256,1550135296,4817731264,,,99009109,125177154
1783515968.5782,16338587648,34044768256,1549283328,4816733840,,,99009109,125177154
1783515969.5787,17218973696,34044768256,1551990784,4818219480,,,99009109,125177154
1783515970.5792,9800118272,34044772352,1552220160,4817820480,,,99009109,125177154
1783515971.5797,5896359936,34044772352,1530609664,4818999744,,,99009109,125177154
1783515972.5802,7954354176,34044772352,1534033920,4818387776,,,99009109,125177154
1783515973.5804,11022548992,34044772352,1539911680,4818097688,,,99009109,125177154
1783515974.5808,14232309760,34044772352,1546731520,4818444304,,,99009109,125177154
1783515975.5812,16337330176,34044772352,1550241792,4818176368,,,99009109,125177154
1783515976.5821,16354537472,34044772352,1549582336,4817302016,,,99009109,125177154
1783515977.5827,16337526784,34044772352,1549393920,4817329264,,,99009109,125177154
1783515978.5833,16337489920,34044772352,1550360576,4818310160,,,99009109,125177154
1783515979.5842,16337522688,34044772352,1550024704,4817981928,,,99009109,125177154
1783515980.5847,17331986432,34044772352,1552384000,4818232136,,,99009109,125177154
1783515981.5851,9007173632,34044776448,1552592896,4818459944,,,99009109,125177154
1783515982.5856,6423093248,34044776448,1531146240,4818311528,,,99009109,125177154
1783515983.586,8567889920,34044776448,1535152128,4818355040,,,99009109,125177154
1783515984.5863,11695341568,34044776448,1541189632,4818256232,,,99009109,125177154
1783515985.5868,14867087360,34044776448,1547022336,4817900680,,,99009109,125177154
1783515986.5873,16337551360,34044776448,1551298560,4818976000,,,99009109,125177154
1783515987.5881,16337514496,34044776448,1549787136,4817763376,,,99009109,125177154
1783515988.5889,16337530880,34044776448,1549725696,4817709072,,,99009109,125177154
1783515989.59,16337694720,34044776448,1550737408,4818518936,,,99009109,125177154
1783515990.5909,16337571840,34044776448,1549737984,4817709704,,,99009109,125177154
1783515991.5913,16558010368,34044776448,1553027072,4818515984,,,99009109,125177154
1783515992.5918,9205624832,34044776448,1552121856,4818018544,,,99009109,125177154
1783515993.5922,6343561216,34044780544,1531682816,4819206088,,,99009109,125177154
1783515994.5926,8452059136,34044780544,1535553536,4818938584,,,99009109,125177154
1783515995.593,11514159104,34044780544,1541406720,4818428808,,,99009109,125177154
1783515996.5933,14614536192,34044780544,1546358784,4817711624,,,99009109,125177154
1783515997.5937,16338944000,34044780544,1551982592,4819439904,,,99009109,125177154
1783515998.5944,16337612800,34044780544,1551323136,4818991136,,,99009109,125177154
1783515999.5953,16337625088,34044780544,1549066240,4817032360,,,99009109,125177154
1783516000.596,16337620992,34044780544,1550430208,4818409664,,,99009109,125177154
1783516001.5968,16338485248,34044780544,1549643776,4817463240,,,99009109,125177154
1783516002.5971,16816803840,34044780544,1551933440,4817809032,,,99009109,125177154
1783516003.5976,9345679360,34044780544,1552482304,4818351304,,,99009109,125177154
1783516004.5981,6300250112,34044784640,1531817984,4819458320,,,99009109,125177154
1783516005.5986,8572379136,34044784640,1536565248,4819741944,,,99009109,125177154
1783516006.599,12108947456,34044784640,1542520832,4818202688,,,99009109,125177154
1783516007.5994,8360681472,34044784640,1544716288,4818280664,,,99009109,125177154
