timestamp_unix,cgroup_mem_anon_bytes,cgroup_mem_file_bytes,cgroup_mem_kernel_bytes,cgroup_mem_slab_bytes,cgroup_mem_swap_bytes,cgroup_mem_workingset_refault,cgroup_mem_kswapd_steal,cgroup_mem_direct_reclaim_steal
1784652817.2016,1519017984,6975311872,711598080,695064752,,,0,0
1784652818.2025,1707065344,6975311872,712175616,695211704,,,0,0
1784652819.2029,1752879104,6604640256,701648896,684279528,,,0,0
1784652820.2033,1752879104,6709874688,704811008,687539960,,,0,0
1784652821.2036,1752879104,6814334976,707870720,690507360,,,0,0
1784652822.2044,1752879104,6920011776,710643712,693553000,,,0,0
1784652823.2049,2193248256,7019560960,714326016,695511832,,,0,0
1784652824.2051,2201219072,7019560960,713850880,695439072,,,0,0
1784652825.2054,2226372608,7019560960,714358784,695516184,,,0,0
1784652826.2057,2276220928,7019560960,713986048,695431440,,,0,0
1784652827.206,2293260288,7019569152,714530816,695521960,,,0,0
1784652828.2064,2319605760,7019569152,714072064,695436160,,,0,0
1784652829.2067,1770659840,6529019904,699727872,682196280,,,0,0
1784652830.2069,1752805376,6634651648,702152704,685111064,,,0,0
1784652831.2073,1761648640,6740377600,705765376,688303952,,,0,0
1784652832.2076,1752805376,6846214144,708468736,691364688,,,0,0
1784652833.2084,1752805376,6952091648,711606272,694519288,,,0,0
1784652834.2088,2179272704,7019573248,713842688,695438624,,,0,0
1784652835.2096,2201149440,7019573248,713863168,695427312,,,0,0
1784652836.2098,2226151424,7019573248,713936896,695448736,,,0,0
1784652837.2101,2277064704,7019573248,714416128,695574712,,,0,0
1784652838.2103,2276233216,7019573248,714010624,695439712,,,0,0
1784652839.2109,1572499456,6975340544,711901184,695200320,,,0,0
1784652840.2113,1752891392,6559477760,700129280,682947504,,,0,0
1784652841.2121,1752891392,6666813440,703102976,686077480,,,0,0
1784652842.2125,1758392320,6773809152,706744320,689324776,,,0,0
1784652843.2129,1752891392,6881308672,709492736,692422720,,,0,0
1784652844.2132,1785503744,6975377408,712347648,695220592,,,0,0
1784652845.2136,2188742656,7019614208,713850880,695440512,,,0,0
1784652846.2139,2226245632,7019614208,713887744,695429560,,,0,0
1784652847.2143,2276171776,7019614208,714051584,695469136,,,0,0
1784652848.2157,2276171776,7019614208,714002432,695429792,,,0,0
1784652849.2161,2276261888,7019614208,714039296,695444920,,,0,0
1784652850.2165,1680424960,6975385600,712114176,695203224,,,0,0
1784652851.2169,1752907776,6598848512,701468672,684096248,,,0,0
1784652852.2175,1754382336,6704467968,704630784,687369480,,,0,0
1784652853.2179,1769938944,6810628096,707854336,690414392,,,0,0
1784652854.2183,1752907776,6916657152,710516736,693465928,,,0,0
1784652855.2197,2176131072,7019626496,713793536,695434072,,,0,0
1784652856.22,2201255936,7019626496,713879552,695434312,,,0,0
1784652857.2202,2231328768,7019626496,714358784,695514192,,,0,0
1784652858.2206,2276257792,7019626496,714002432,695425592,,,0,0
1784652859.221,2291544064,7019626496,714485760,695489808,,,0,0
1784652860.2212,2314932224,7019626496,714469376,695594568,,,0,0
1784652861.2215,1767170048,6529024000,699514880,682030920,,,0,0
1784652862.2219,1752920064,6636232704,702214144,685147408,,,0,0
1784652863.2222,1752920064,6743871488,705392640,688339944,,,0,0
1784652864.2226,1752920064,6851674112,708603904,691545448,,,0,0
1784652865.2234,1752920064,6959386624,711798784,694718520,,,0,0
1784652866.2239,2182512640,7019638784,713887744,695473976,,,0,0
1784652867.2244,2226266112,7019638784,713928704,695434840,,,0,0
1784652868.2248,2227703808,7019638784,714379264,695680912,,,0,0
1784652869.2252,2276265984,7019638784,714022912,695432128,,,0,0
1784652870.2256,2276265984,7019638784,714407936,695501992,,,0,0
1784652871.226,1589825536,6975406080,711995392,695261880,,,0,0
1784652872.227,1752780800,6564605952,700080128,683029840,,,0,0
1784652873.2272,1752870912,6670614528,703258624,686213296,,,0,0
1784652874.2278,1752870912,6776614912,706363392,689327376,,,0,0
1784652875.2281,1752870912,6882369536,709554176,692489520,,,0,0
1784652876.2284,1956749312,6975410176,712839168,695282512,,,0,0
1784652877.2286,2188709888,7019646976,714211328,695500008,,,0,0
1784652878.2291,2226212864,7019646976,713932800,695438832,,,0,0
1784652879.2294,2276212736,7019646976,714063872,695461688,,,0,0
1784652880.2301,2276212736,7019646976,714010624,695431200,,,0,0
1784652881.2303,2276212736,7019646976,714059776,695474088,,,0,0
1784652882.2308,1687502848,6975414272,712146944,695187408,,,0,0
1784652883.2311,1752797184,6598418432,701136896,684064128,,,0,0
1784652884.2316,1752797184,6703751168,704208896,687149128,,,0,0
1784652885.2318,1752797184,6808870912,707690496,690316904,,,0,0
1784652886.2321,1754005504,6913859584,710959104,693551072,,,0,0
1784652887.2324,2092683264,7019659264,713977856,695471384,,,0,0
1784652888.233,2201141248,7019659264,713842688,695417112,,,0,0
1784652889.2333,2226143232,7019659264,713949184,695464976,,,0,0
1784652890.2336,2276143104,7019659264,714006528,695422472,,,0,0
1784652891.2339,2276229120,7019659264,714051584,695478184,,,0,0
1784652892.2345,2276229120,7019659264,714006528,695433992,,,0,0
1784652893.2349,1752879104,6713860096,704876544,687808800,,,0,0
1784652894.2352,1752883200,6627635200,701997056,684932912,,,0,0
1784652895.2354,1752883200,6733348864,705142784,688077584,,,0,0
1784652896.2357,1752883200,6839185408,708227072,691190784,,,0,0
1784652897.236,1752883200,6945234944,711405568,694333728,,,0,0
1784652898.2365,2176319488,7019671552,713818112,695430528,,,0,0
1784652899.2368,2201223168,7019675648,713879552,695442864,,,0,0
1784652900.237,2226225152,7019675648,714272768,695530088,,,0,0
1784652901.2373,2276151296,7019675648,714018816,695446168,,,0,0
1784652902.2376,2283917312,7019683840,714489856,695497976,,,0,0
1784652903.2379,1552592896,7019687936,712163328,695501408,,,0,0
1784652904.2381,1752899584,6548553728,700125184,682611320,,,0,0
1784652905.2384,1752899584,6654062592,702742528,685684048,,,0,0
1784652906.2388,1752899584,6759542784,706260992,688881880,,,0,0
1784652907.2397,1752899584,6864064512,708972544,691915208,,,0,0
1784652908.24,1752899584,6969503744,712486912,695103696,,,0,0
1784652909.2408,2188738560,7019683840,713846784,695442424,,,0,0
1784652910.241,2226241536,7019683840,714031104,695488608,,,0,0
1784652911.2413,2243928064,7019683840,713969664,695458952,,,0,0
1784652912.2416,2277052416,7019683840,714465280,695595048,,,0,0
1784652913.2424,2276167680,7019687936,714047488,695461072,,,0,0
1784652914.2428,1636786176,6975451136,712056832,695228656,,,0,0
1784652915.2433,1752911872,6584803328,700710912,683639496,,,0,0
1784652916.2435,1752911872,6690783232,703889408,686822224,,,0,0
1784652917.2438,1752907776,6796541952,706990080,689914808,,,0,0
1784652918.244,1752911872,6902398976,710144000,693050016,,,0,0
1784652919.2443,1976111104,7019687936,713469952,695460432,,,0,0
1784652920.2445,2201260032,7019687936,714047488,695485432,,,0,0
1784652921.2447,2226262016,7019687936,713965568,695476152,,,0,0
1784652922.245,2276261888,7019687936,714031104,695440368,,,0,0
1784652923.2452,2292649984,7019687936,714498048,695501784,,,0,0
1784652924.2455,2276261888,7019687936,714047488,695448264,,,0,0
1784652925.2463,1719820288,6975459328,712220672,695200808,,,0,0
1784652926.2466,1752834048,6608392192,701747200,684380800,,,0,0
1784652927.2469,1752924160,6708654080,704372736,687319280,,,0,0
1784652928.2471,1753747456,6808825856,708042752,690466600,,,0,0
1784652929.2475,1752924160,6909046784,710307840,693260144,,,0,0
1784652930.2478,1976127488,7019708416,714047488,695483664,,,0,0
1784652931.2482,2201272320,7019708416,713854976,695429320,,,0,0
1784652932.2486,2226274304,7019708416,713973760,695475472,,,0,0
1784652933.2489,2276274176,7019708416,714043392,695434264,,,0,0
1784652934.2491,2276274176,7019708416,714063872,695477600,,,0,0
1784652935.2494,2276274176,7019708416,714043392,695453400,,,0,0
1784652936.2497,1749127168,6975475712,713113600,695371568,,,0,0
1784652937.25,1752850432,6615289856,701603840,684540176,,,0,0
